Site: CHATS7  Year: 2007  Month: 5
6: pftconMod ... using non-default values
6: Attempting to initialize MLpftcon .....
6: MLpftcon ... using non-default values
6: Successfuly initialized MLpftcon
6: pftconMod ... using non-default values
6: Attempting to initialize MLpftcon .....
6: MLpftcon ... using non-default values
6: Successfuly initialized MLpftcon
Attempting to read RSL look-up table .....
Successfully read RSL look-up table
Initialization complete.
Output files opened in: /private/tmp/claude-501/-Users-yueqichen/3332d836-b3d4-4efe-a522-ff503684aa5d/scratchpad/authors-out-31day
Starting time loop: ntimes=1488, dtstep=1800s, progress every 1 step(s)
/Users/yueqichen/agent/cesm/authors-clm-ml-jax/.venv/lib/python3.13/site-packages/jax/_src/ops/scatter.py:105: FutureWarning: scatter inputs have incompatible types: cannot safely cast value from dtype=float64 to dtype=float32 with jax_numpy_dtype_promotion=standard. In future JAX releases this will result in an error.
  warnings.warn(
Attempting to initialize multilayer canopy pad parameters .....
Successfuly initialized multilayer canopy pad parameters
Attempting to initialize multilayer canopy vertical structure .....
Successfully initialized multilayer canopy vertical structure
MLCanopyFluxes: starting ML sub-steps (num_ml_steps=6, nrk_steps=4, num_mlcan=1)
MLCanopyFluxes: sub-step 1/6
MLCanopyFluxes: sub-step 2/6
MLCanopyFluxes: sub-step 3/6
MLCanopyFluxes: sub-step 4/6
MLCanopyFluxes: sub-step 5/6
MLCanopyFluxes: sub-step 6/6
  timestep 131/1488 | step=3.22s (met=0.01s, adv=3.17s, out=0.04s) | elapsed=405.8s | eta=4203.9s
  timestep 132/1488 | step=3.83s (met=0.01s, adv=3.78s, out=0.05s) | elapsed=409.7s | eta=4208.3s
  timestep 133/1488 | step=3.23s (met=0.01s, adv=3.18s, out=0.04s) | elapsed=412.9s | eta=4206.5s
  timestep 134/1488 | step=3.22s (met=0.01s, adv=3.17s, out=0.04s) | elapsed=416.1s | eta=4204.6s
  timestep 135/1488 | step=3.22s (met=0.01s, adv=3.17s, out=0.04s) | elapsed=419.3s | eta=4202.6s
  timestep 136/1488 | step=3.23s (met=0.01s, adv=3.18s, out=0.04s) | elapsed=422.6s | eta=4200.8s
  timestep 137/1488 | step=3.19s (met=0.01s, adv=3.14s, out=0.05s) | elapsed=425.8s | eta=4198.5s
  timestep 138/1488 | step=3.20s (met=0.01s, adv=3.15s, out=0.04s) | elapsed=429.0s | eta=4196.3s
  timestep 139/1488 | step=3.29s (met=0.01s, adv=3.23s, out=0.04s) | elapsed=432.2s | eta=4194.9s
  timestep 140/1488 | step=3.48s (met=0.01s, adv=3.43s, out=0.04s) | elapsed=435.7s | eta=4195.4s
  timestep 141/1488 | step=3.31s (met=0.01s, adv=3.26s, out=0.04s) | elapsed=439.0s | eta=4194.1s
  timestep 142/1488 | step=3.13s (met=0.01s, adv=3.08s, out=0.04s) | elapsed=442.2s | eta=4191.2s
  timestep 143/1488 | step=3.08s (met=0.01s, adv=3.03s, out=0.04s) | elapsed=445.2s | eta=4187.8s
  timestep 144/1488 | step=3.11s (met=0.01s, adv=3.06s, out=0.04s) | elapsed=448.4s | eta=4184.7s
  timestep 145/1488 | step=3.16s (met=0.01s, adv=3.11s, out=0.04s) | elapsed=451.5s | eta=4182.0s
  timestep 146/1488 | step=3.16s (met=0.01s, adv=3.11s, out=0.04s) | elapsed=454.7s | eta=4179.2s
  timestep 147/1488 | step=3.19s (met=0.01s, adv=3.14s, out=0.04s) | elapsed=457.9s | eta=4176.8s
  timestep 148/1488 | step=3.15s (met=0.01s, adv=3.10s, out=0.04s) | elapsed=461.0s | eta=4174.0s
  timestep 149/1488 | step=3.13s (met=0.01s, adv=3.08s, out=0.04s) | elapsed=464.1s | eta=4171.0s
  timestep 150/1488 | step=3.07s (met=0.01s, adv=3.02s, out=0.04s) | elapsed=467.2s | eta=4167.5s
  timestep 151/1488 | step=3.08s (met=0.01s, adv=3.03s, out=0.04s) | elapsed=470.3s | eta=4164.0s
  timestep 152/1488 | step=3.07s (met=0.01s, adv=3.02s, out=0.04s) | elapsed=473.4s | eta=4160.5s
  timestep 153/1488 | step=3.10s (met=0.01s, adv=3.06s, out=0.04s) | elapsed=476.5s | eta=4157.3s
  timestep 154/1488 | step=3.10s (met=0.01s, adv=3.05s, out=0.04s) | elapsed=479.6s | eta=4154.1s
  timestep 155/1488 | step=3.05s (met=0.01s, adv=3.00s, out=0.04s) | elapsed=482.6s | eta=4150.4s
  timestep 156/1488 | step=3.13s (met=0.01s, adv=3.08s, out=0.04s) | elapsed=485.7s | eta=4147.4s
  timestep 157/1488 | step=3.04s (met=0.01s, adv=2.99s, out=0.04s) | elapsed=488.8s | eta=4143.7s
  timestep 158/1488 | step=3.07s (met=0.01s, adv=3.02s, out=0.04s) | elapsed=491.8s | eta=4140.2s
  timestep 159/1488 | step=3.06s (met=0.01s, adv=3.01s, out=0.04s) | elapsed=494.9s | eta=4136.6s
  timestep 160/1488 | step=3.03s (met=0.01s, adv=2.99s, out=0.04s) | elapsed=497.9s | eta=4132.8s
  timestep 161/1488 | step=3.07s (met=0.01s, adv=3.02s, out=0.04s) | elapsed=501.0s | eta=4129.4s
  timestep 162/1488 | step=3.03s (met=0.01s, adv=2.99s, out=0.04s) | elapsed=504.0s | eta=4125.6s
  timestep 163/1488 | step=3.06s (met=0.01s, adv=3.01s, out=0.04s) | elapsed=507.1s | eta=4122.1s
  timestep 164/1488 | step=3.08s (met=0.01s, adv=3.03s, out=0.04s) | elapsed=510.2s | eta=4118.7s
  timestep 165/1488 | step=3.03s (met=0.01s, adv=2.98s, out=0.04s) | elapsed=513.2s | eta=4114.9s
